serial,year_built,reg_date,previous,type,manufacturer,build_place,registration
13594,1978,1978.07.07,Cancelled 2008.01.17,Schleicher ASK 13,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-XIN
1999SA/BS,1941,2004.08.24,N82MT ZS-FEY ZS-DEU SAAF579 T7814,DH.82A Tiger Moth,de Havilland Aircraft Co Ltd,"Cowley, UK",OY-FEY
,,,Cancelled,,,,OY-9348
,,,Cancelled,,,,OY-9349
414G,1973,1976.08.30,D-9247,Schempp-Hirth HS-4 Standard-Cirrus,Schempp-Hirth KG,"Mindelheim, W.Germany",OY-XGW
,,,Cancelled,,,,OY-9330
1521,1969,1970.04.08,Cancelled 1987.11.16,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DJL
4292,2008,2008.04.23,Cancelled,Robinson R22 Beta II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HYR
4284,2008,2008.04.23,Cancelled,Robinson R22 Beta II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HPL
12189,2008,2008.04.23,Cancelled,Robinson R44 Clipper II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HHD
51454,1991,1993.04.19,SE-HVG C-FJYL,Bell 206L-3 Long Ranger III,Bell Helicopter Textron Inc,"Mirabel, Que, Canada",OY-HVG
21447,1990,2009.04.24,D-3845,Schleicher ASK 21,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-KXF
31-7752061,1977,1996.12.11,PH-DAE N353AC N63748,Piper PA-31-350 Navajo Chieftain,Piper Aircraft Corporation,"Lakeland, FL, USA",OY-OLE
32R-7887046,1978,1978.07.12,Cancelled 1979.09.05,Piper PA-32RT-300T Turbo Lance II,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-BRD
41,1967,1969.03.28,OO-ZLJ,Schempp-Hirth HS-1 SHK,Schempp-Hirth KG,"Kirchheim unter Teck, W.Germany",OY-FMX
2267,1993,2006.05.24,JA5318 G-BUBJ,Britten-Norman BN-2B-20 Islander,Britten-Norman Ltd,"Bembridge, UK",OY-PHV
,,,Cancelled,,,,OY-9344
,,,Cancelled,,,,OY-9342
,,,,,,,OY-?§?
,,,Cancelled,,,,OY-9341
20441,1981,1981.06.24,Cancelled 2008.03.12,Schleicher ASW 20,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-XKM
0154,1995,1995.04.25,Cancelled 1997.12.22,Robinson R44 Astro,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HFV
58,1981,2004.05.27,D-6637,Start + Flug H-101 Salto,Start + Flug GmbH,"Saulgau, W.Germany",OY-XXR
E-111,1983,1984.04.30,SE-TYO,Glaser-Dirks DG-100 Elan,Glaser-Dirks Flugzeugbau,"Begunje, Yugoslavia",OY-XMR
500-0287,1975,1986.06.16,N57MB N73LL N287CC,Cessna 500 Citation,Cessna Aircraft Company,"Wichita, KS, USA",OY-CGO
10431,1970,1970.02.14,PH-FPF,Fokker F.27 Friendship Srs. 500,Fokker-VFW BV,"Amsterdam, Holland",OY-APC
G-018,,1999.01.11,(D-AXDB) 17+02,VFW 614,VFW-Fokker GmbH,"Bremen, W.Germany",OY-RGB
20284,1979,1984.02.08,D-6553,Schleicher ASW 20L,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-XNF
MU2B-35-626,1974,1977.06.28,SE-GHY N476MA,Mitsubishi MU-2J (MU-2B-35),Mitsubishi Jukogyo Kabushiki Kaisha,"Tokyo, Japan",OY-ATZ
1942,2008,2008.11.13,Cancelled 2012.10.30,Robinson R44 Raven I,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HKP(1)
28311,,1998.,N1786B (SE-DTG) (LN-RPC),Boeing 737-683,Boeing Company,"Renton, WA, USA",OY-KKG
,1942,1958.10.14,SE-STH Fv8113,Grunau Baby IIB-2,Schneider,"Norrköping, Sweden",OY-BMX
F18200114,1979,1983.11.11,SE-IBA,Reims/Cessna F182Q Skylane,Cessna Aircraft Company,"Reims, France",OY-BYA
19224,1978,1978.11.10,Cancelled 2003.04.22,Schleicher ASW 19B,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-XJI
20631,1978,1978.06.26,Cancelled 2000.09.29,PIK-20D,Polyteknikkojen Ilmailukerho,"Lahti, Finland",OY-XJC
172,1979,1980.01.16,Cancelled 1998.02.24,Glasflügel 303 Mosquito B,"Glasflügel, Ing. Eugen Hänle","Schlattstall, W.Germany",OY-XKE
AT.051,1976,,N5386M D-IDEE N5386M,Swearingen SA226-AT Merlin IVA,Swearingen Aviation Corporation,"San Antonio, TX, USA",OY-CCW
28R-7335170,1973,1973.05.10,(SE-GDF),Piper PA-28R-200 Cherokee Arrow II,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-BGP
118/392,1988,1998.05.18,LX-CDT D-KHUM,Schempp-Hirth Ventus cT,Schempp-Hirth KG,"Kirchheim unter Teck, W.Germany",OY-PHX
,1982,1983.03.01,Cancelled 2005.01.25,Cameron V-77,Cameron Balloons Ltd,"Bristol, UK",OY-BOF
,,,,,,,OY-DAK (2)
145,2005,2005.05.23,D-KEIT,Schempp-Hirth Ventus CxT,Schempp-Hirth KG,"Kirchheim unter Teck, Germany",OY-XXE
28-7515107,1974,2006.07.25,(OY-TAG) (OY-TFM) SE-GIE,Piper PA-28-151 Cherokee Warrior,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-TAE
E.2041,1985,2006.06.11,N179US N358PS,BAe 146 Srs. 200,British Aerospace PLC,"Hatfield, UK",OY-RCZ
FR18200035,1979,2008.06.13,HB-CHM D-EIEG(2),Reims/Cessna FR182 Skylane RG,Cessna Aircraft Company,"Reims, France",OY-RES
T20608653,2006,2008.09.16,N6824G,Cessna T206H Turbo Stationair,Cessna Aircraft Company,"Independence,KS, USA",OY-TZS
20608057,1999,2008.05.22,N962AC,Cessna 206H Stationair,Cessna Aircraft Company,"Independence,KS, USA",OY-RMA
203,1971,1971.05.17,Cancelled 1996.12.11,Glasflügel H.201 Standard Libelle,"Glasflügel, Ing. Eugen Hänle","Schlattstall, W.Germany",OY-MGX
G1-9144,1942,2004.07.14,(OY-EFM) D-EMUG N46490 NC46490 43-3009,Piper J-3C-50 Cub,Piper Aircraft Corporation,,OY-EEE
,,,Cancelled,,,,OY-LOF
,,,Cancelled,,,,OY-
,,,,,,,OY-XHZ (1)
5103,1980,1991.06.24,SE-UEA D-3337,Scheibe SF 34 Delphin,Scheibe Flugzeugbau GmbH,"Dachau, W.Germany",OY-XTT
35006,1992,1999.06.02,D-KLMA,Grob G 103C Twin III SL,"Grob-Werke GmbH & Co, KG","Mattsies, W.Germany",OY-XVA
34-7250132,1972,1972.05.10,(SE-FYS),Piper PA-34-200 Seneca,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-BDZ
,1960,1965.10.06,SP-2121,SZD-22C Mucha Standard,Polskie Zaklady Lotnicze,"Krosno, Poland",OY-EOX
24475,1989,1989.08.24,Cancelled 1990.12.10,Boeing 767-383ER,Boeing Company,"Everett, WA, USA",OY-KDI
208B0834,,2005.06.21,N1958E,Cessna 208B Grand Caravan,Cessna Aircraft Company,"Wichita, KS, USA",OY-CSY
18257739,1967,1967.03.28,N2539Q,Cessna 182K Skylane,Cessna Aircraft Company,"Wichita, KS, USA",OY-EGR
,1975,1998.10.19,D-KDDB,Scheibe SF 25E Super Falke,Scheibe Flugzeugbau GmbH,"Dachau, W.Germany",OY-OXO
18259653,1969,1969.11.21,(N71528),Cessna 182M Skylane,Cessna Aircraft Company,"Wichita, KS, USA",OY-AGR
13250,1947,1984.10.10,D-ENAM F-BBIL N2992N,Cessna 140,Cessna Aircraft Company,"Wichita, KS, USA",OY-EFH
217,1980,1980.03.11,Cancelled 1982.11.15,Partenavia P.68C,Partenavia Costruzioni Aeronautiche,"Casoria, Italy",OY-CAD
,,,,,,,OY-JAP (1)
3449335,2006,2006.08.18,(N9519N),Piper PA-34-220T Seneca 5,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-PHU
10576,1978,1991.01.29,5X-UAP (SU-AZZ) PH-FTI PH-EXH,Fokker F.27 Friendship Srs. 600,Fokker B.V.,"Amsterdam, Holland",OY-SRC
AT.058,1978,1980.02.18,N500YM,Swearingen SA226-AT Merlin IVA,Swearingen Aviation Corporation,"San Antonio, TX, USA",OY-AST
60-005,1993,1999.07.12,N205FX N869JS N610TM,Learjet 60,Learjet,"Wichita, KS, USA",OY-LJD
11891,1971,1974.08.27,SE-FSH,SOCATA MS.893A Rallye Commodore 180,SOCATA,"Tarbes, France",OY-ANS
2842264,2006,2006.06.30,(N31279),Piper PA-28-161 Warrior III,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-PHR
103,2001,2001.09.05,Cancelled 2003.08.29,Schempp-Hirth Ventus 2cM,Schempp-Hirth KG,,OY-SXL
06/57,1984,1995.05.31,D-KHXB,Schempp-Hirth HS-5 Nimbus 3T,Schempp-Hirth KG,"Kirchheim unter Teck, W.Germany",OY-KHX
638,1976,1976.03.26,Cancelled 1996.01.22,Schempp-Hirth HS-4 Standard Cirrus 75,Schempp-Hirth KG,"Kirchheim unter Teck, W.Germany",OY-XCZ
8334,1972,1985.06.19,HB-XMY (OY-HSZ) HB-XMY D-HKAU,Agusta-Bell AB.206B Jet Ranger II,Bell Helicopter Company,"Cascina Costa, Italy",OY-HSC
TC-501,1963,1993.10.27,PH-ILB PH-ILP D-ILDY,Beech 95-A55 Baron,Beech Aircraft Corporation,"Wichita, KS, USA",OY-TTD
UE-329,1998,2000.09.01,ZS-OOX TR-LFI N23183,Raytheon 1900D Airliner,Beech Aircraft Corporation,"Wichita, KS, USA",OY-GMY
3257421,2006,2006.06.29,(N31365),Piper PA-32R-301T Saratoga II TC,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-PHP
150615,1959,1960.05.28,Cancelled 1964.05.29,Avia L-40 Meta Sokol,Avia,"Chocen, Czechoslovakia",OY-ADC
11998,2007,2007.12.12,Cancelled,Robinson R44 Raven II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HRO
4199,2007,2007.12.12,Cancelled,Robinson R22 Beta II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HLZ
F18200137,1980,2007.12.05,D-EFAX PH-AXO,Reims/Cessna F182Q Skylane,Cessna Aircraft Company,"Reims, France",OY-NJF
C1-0800,1952,2009.09.01,G-BBMX WP924,DHC-1 Chipmunk Mk.22,de Havilland Aircraft of Canada Ltd,"Hatfield, UK",OY-MIK
28-20694,1965,1969.08.05,LN-BFH (SE-EOI),Piper PA-28-140 Cherokee,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DHM
28-7125604,1971,1974.09.26,N675FL,Piper PA-28-140D Cherokee Fliteliner,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DTG
17275187,1981,1991.01.17,N55471,Cessna 172P Skyhawk,Cessna Aircraft Company,"Wichita, KS, USA",OY-CJC
8-338B237X6,2005,2006.04.19,Cancelled 2007.08.21,DG-808C,DG Flugzeugbau GmbH,,OY-XUX
11775,2007,2007.07.18,Cancelled 2007.10.05,Robinson R44 Raven II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HJV
,1964,1965.04.09,Cancelled 2006.11.22,Schleicher K 8B,"Schleicher Segelflugzeugbau, A.","Hämeenlinna, Finland",OY-BXD
6046,1981,1981.08.21,Cancelled 1984.10.03,Grob G 109,"Grob Flugzeugbau, Burkhart","Mattsies, W.Germany",OY-XLW
46135,1970,1984.08.24,D-KADM,Scheibe SF 25B Falke,Scheibe Flugzeugbau GmbH,"Dachau, W.Germany",OY-XNG
28032,2001,2018.02.23,G-CKAK,Schleicher ASW 28,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-XPV(1)
41047,1995,1995.05.03,(OY-SVT) G-BVZC (G-4-047),BAe Jetstream 4102,British Aerospace PLC,"Prestwick, UK",OY-SVW
268,1971,1974.03.07,BGA-1710,Glasflügel H.201 Standard Libelle,"Glasflügel, Ing. Eugen Hänle","Schlattstall, W.Germany",OY-VXX
525A-0372,2007,2008.01.21,Cancelled,Cessna 525A Citationjet CJ2,Cessna Aircraft Company,"Wichita, KS, USA",OY-NDP
3192,2001,2007.07.18,N427FJ (D-BMAG),Dornier 328-300,Dornier GmbH,"Oberpfaffenhofen, Germany",OY-NCL
,,,,,,,OY-RCM (1)
1980,,,G-AHCN,Auster J/1N Alpha,Auster Aircraft Ltd,"Rearsby, UK",OY-AVM
1000,1943,2012.06.26,"D-0031 ""D-1680"" D-1660 D-8838 HB-482 WL-",DFS Kranich 2,DFS (Deutsche Forschungsanstalt für Segelflug,"Nitra, Moravia",OY-XWL
E-3009,1996,1997.02.27,N1109Q,Beech A36 Bonanza,Beech Aircraft Corporation,"Wichita, KS, USA",OY-TFC
500718D,1980,1981.02.16,SE-HLA,Hughes 369D,Hughes Tool Company,"Culver City, CA, USA",OY-HSA
,,2006.12.12,Cancelled NTU,Cameron N-90,Cameron Balloons Ltd,"Bristol, UK",OY-FOB
258358,1998,2007.11.28,D-CJET N240B,Raytheon Hawker 800XP,Hawker Beechcraft Corporation,"Wichita, KS, USA",OY-JBJ
6272,1935,1938.05.28,G-ADAE,DH.89 Dragon Rapide,de Havilland Aircraft Co Ltd,"Edgware, UK",OY-DIN
580,1964,1968.05.27,F-BMGP,Centre Est DR 1050/M1 Sicile Record,Centre Est Aeronautique,"Dijon, France",OY-DFM
TD-540,1963,1967.10.20,SE-EEU,Beech D95A Travel Air,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DPV
331,1956,1956.06.27,Cancelled 1976.12.14,Convair CV-440-61 Metropolitan,Convair div. of General Dynamics Corp.,"San Diego, CA, USA",OY-KPB
10350,2004,2004.06.24,Cancelled 2016.11.02,Robinson R44 Raven II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HKE
678,1969,1995.03.16,LN-VIT HB-FEY I-ALPJ HB-FEY,Pilatus PC-6/B2-H4 Turbo-Porter,Pilatus Flugzeugwerke AG,"Stans, Switzerland",OY-PBA
948,2006,2005.11.10,HB-FMT,Pilatus PC-6/B2-H4 Turbo-Porter,Pilatus Flugzeugwerke AG,"Stans, Switzerland",OY-PLC
13082,1976,1977.03.10,N4592W,Rockwell Commander 112-TC,Rockwell International Corporation,"Bethany, OK, USA",OY-PRN
1502,2005,2006.01.31,N54142,Cirrus SR 20,Cirrus Design Corporation,"Duluth, MN, USA",OY-SNC
1891,1989,1989.04.12,Cancelled 2007.08.27,Cameron N-77,Cameron Balloons Ltd,"Bristol, UK",OY-BOL
189,2006,2007.02.14,Cancelled,Schempp-Hirth Ventus 2CxT,Schempp-Hirth Flugzeugbau GmbH,"Kirchheim unter Teck, Germany",OY-XXB
1308,1991,2007.09.11,D-EANA (N5555T),SOCATA TB-20 Trinidad,SOCATA,"Tarbes, France",OY-KEN
3231,2007,2007.08.23,(D-AVYV),Airbus A319-131,Airbus Industrie,"Hamburg/Finkenwerder, Germany",OY-KBR
1804,2006,2007.08.16,N993CD,Cirrus SR 22,Cirrus Design Corporation,"Duluth, MN, USA",OY-ZEF
7358,1949,2000.11.10,N117DH N3888V,Cessna 195,Cessna Aircraft Company,"Wichita, KS, USA",OY-RUK
0181E,1986,1986.06.17,Cancelled 1987.09.10,McDonnell Douglas MD 500E,Hughes Helicopters,"Culver City, CA, USA",OY-HEW
8804,2007,2014.01.14,Cancelled,Lancair O-235,Lancair International Inc,,OY-FEE
24571,1990,1990.02.15,Cancelled 1992.10.22,Boeing 737-3L9,Boeing Company,"Renton, WA, USA",OY-MMF
28-23815,1967,1971.09.30,LN-UXV,Piper PA-28-140 Cherokee,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DRI
MB-300,1967,1968.06.12,(OH-BMJ),Beech A23-19 Musketeer Sport,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DSA
,,,,,,,OY-HDO (1)
3904,1996,1996.08.27,Cancelled 2007.03.23,Cameron N-77,Cameron Balloons Ltd,"Bristol, UK",OY-CON
3219,2002,2005.07.05,N328RS (N457FJ) N328RS (D-BMUU) (B-3893) D-BDXU,Dornier 328-310,Dornier GmbH,"Oberpfaffenhofen, Germany",OY-NCP
120129,1995,2002.03.21,F-GGTD PT-SNV,Embraer EMB-120ER Brasilia,EMBRAER,"Sao José dos Campos, Brazil",OY-PAU
6513,1966,1966.05.11,Cancelled 2007.03.02,Schleicher Ka 6CR Rhönsegler,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-EZX
4636319,2002,2002.01.31,N5347A,Piper PA-46-350P Malibu Mirage,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-LTT
E.2075,1987,1988.03.25,(N193US) N369PS (G-5-075,BAe 146 Srs. 200,British Aerospace PLC,"Hatfield, UK",OY-CRG
AA5-0020,1972,1972.05.12,Cancelled 2007.07.17,American AA-5 Traveler,American Aviation Corporation,"Cleveland, OH, USA",OY-AYM
F17201402,1976,1976.06.03,Cancelled 1994.03.18,Reims/Cessna F172M Skyhawk,Cessna Aircraft Company,"Reims, France",OY-BUL
1503,2007,2007.08.14,Cancelled,Eurocopter EC 120B Colibri,Eurocopter S.A.,"Marignane, France",OY-HJF
11782,2007,2007.07.17,Cancelled,Robinson R44 Clipper II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HNI
366,1986,2008.11.13,SE-LKI G-JACT G-NVIA,Partenavia P.68C,Partenavia Costruzioni Aeronautiche,"Casoria, Italy",OY-LKI
14-996,1943,2000.08.17,31-309 FS826 43-12667,Noorduyn AT-16 Harvard IIB,Noordyun Aviation Ltd,"Montreal, Que, Canada",OY-IIB
188,2007,2007.07.02,LY-GNO,LAK-17A,Sportiné Aviacija,"Prienai, Lithauania",OY-JXJ
25-1114,1987,1987.08.04,N252AH,Mooney M-20K Mooney 252TSE,Mooney Aircraft Corporation,"Kerrville, TX, USA",OY-CGJ
,,,,,,,OY-MIX (1)
17274367,1981,1992.11.03,LN-MTA N51872,Cessna 172P Skyhawk,Cessna Aircraft Company,"Wichita, KS, USA",OY-PEV
268,1990,1991.01.28,Cancelled 1994.03.24,Schempp-Hirth HS-6 Janus C,Schempp-Hirth KG,"Kirchheim unter Teck, Germany",OY-XSA
57,1970,1970.11.16,Cancelled 2003.12.18,Nord 262A-42,"Nord-Aviation, SNCA","Bourges, France",OY-IVA
P21000438,1980,1996.07.24,SE-KGT N3RS N731CG,Cessna P210N Pressurized Centurion,Cessna Aircraft Company,"Wichita, KS, USA",OY-YYY
18259434,1968,1973.11.01,N70954,Cessna 182M Skylane,Cessna Aircraft Company,"Wichita, KS, USA",OY-DZJ
26,1986,2007.04.03,PH-1222 OO-ZTN (OO-ZJT),Schempp-Hirth HS-5 Nimbus 3T,Schempp-Hirth KG,"Kirchheim unter Teck, Germany",OY-TAX
11670,2007,2007.04.26,Cancelled,Robinson R44 Clipper II,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HLG
47115,1968,1968.02.23,(N8961U),Douglas DC-9 Srs.41,Douglas Aircraft Company Inc,"Long Beach, CA, USA",OY-KGA
650-7093,1998,2007.05.16,CS-DNE N793QS,Cessna 650 Citation VII,Cessna Aircraft Company,"Wichita, KS, USA",OY-CLP
F17201919,1980,2007.02.23,D-EFJQ,Reims/Cessna F172N Skyhawk,Cessna Aircraft Company,"Reims, France",OY-NIC
1697,2007,2007.04.26,Cancelled,Robinson R44 Raven,Robinson Helicopter Company  Inc,"Torrance, CA, USA",OY-HKT
23-1759,1959,1961.07.24,N4260P,Piper PA-23-160 Apache F,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-AIK
84589,1940,1963.12.09,D-EKUR G-ANTV T6122,DH.82A Tiger Moth,de Havilland Aircraft Co Ltd,"Cowley, UK",OY-DET
,,,,,,,OY-BBO (1)
31-782,1972,1989.01.10,LN-MTZ,Piper PA-31-310 Navajo B,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-CTN
,,,,,,,OY-JRD (1)
0188-001,1992,1992.06.29,Cancelled,Christensen Opus 3,"Christensen, Kai Schou","Rønne, Denmark",OY-CYZ
9503,,1995.08.18,Cancelled NTU,Rutan Long-EZ,Rutan Aircraft Factory,,OY-TBS
97-03,,1997.06.06,Cancelled,Rutan Long-EZ,Rutan Aircraft Factory,,OY-JBC
8202-715,1982,1987.06.15,OY-82X02 OY-8202,Rutan Long-EZ,Rutan Aircraft Factory,"Ishøj, Denmark",OY-BSM
21080,1975,1987.02.06,YU-AKH 74301 14301 YU-AKH,Boeing 727-2L8,Boeing Company,"Renton, WA, USA",OY-SBP
21040,1975,1986.10.17,YU-AKD 74302 14302 YU-AKD,Boeing 727-2L8,Boeing Company,"Renton, WA, USA",OY-SBJ
20126,1988,1988.07.08,(PH-EXK),Fokker F27 Mk.050,Fokker Aircraft BV,"Amsterdam, Holland",OY-MMI
14,1967,1969.04.10,OH-LKD,Fibera KK-1e Utu,Fibera AB,"Helsinki, Finland",OY-FKX
,1959,1962.12.04,D-5051 D-6188,Schleicher Ka 4 Rhönlerche II,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-BZX
119,1960,1960.08.28,Cancelled 1987.12.17,Jodel DR 1050 Ambassadeur,Société Aeronautique Normande,"Bernay, France",OY-ACJ
28-7425038,1974,1976.09.02,N56797,Piper PA-28-140 Cherokee Cruiser,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-POU
17701163,1968,1968.10.11,(N30268),Cessna 177 Cardinal,Cessna Aircraft Company,"Wichita, KS, USA",OY-AHU
10405,1969,1988.09.06,G-BNIZ 9Q-CLQ PH-FOD,Fokker F.27 Friendship Srs. 600,Fokker B.V.,"Amsterdam, Holland",OY-SRA
28004,1998,1998.03.06,(N35153),Boeing 737-7L9,Boeing Company,"Renton, WA, USA",OY-MRA
25021,1970,1972.05.19,SE-HEC,Bell 47G-5,Bell Helicopter Company,"Fort Worth, TX, USA",OY-HAZ
BB-401,1978,1994.03.03,F-GBLG,Beech 200 Super King Air,Beech Aircraft Corporation,"Wichita, KS, USA",OY-JAO
F17201815,1979,1979.05.15,(D-EOSS),Reims/Cessna F172N Skyhawk,Cessna Aircraft Company,"Reims, France",OY-CBZ
LJ-890,1980,1980.02.19,Cancelled 1983.11.15,Beech C90 King Air,Beech Aircraft Corporation,"Wichita, KS, USA",OY-AUV
MC,1979,1982.03.10,PH-667,ISF Model 2 Mistral-C,"Strauber-Frommhold GmbH & Co KG, Dipl.Ing.","Bensheim, W.Germany",OY-XLX
31-8152036,1980,1981.07.21,SE-IDU,Piper PA-31-350 Chieftain,Piper Aircraft Corporation,"Lakeland, FL, USA",OY-GKA
28R-7335351,1973,1973.10.05,N56092,Piper PA-28R-200 Cherokee Arrow II,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DZN
28R-7703217,1977,1977.09.07,N38426,Piper PA-28R-201T Turbo Arrow III,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-AJT
W-326,1967,1967.08.26,Cancelled 1989.09.22,SZD-30 Pirat,Polskie Zaklady Lotnicze,"Wroclaw, Poland",OY-DXV
8647,1966,1967.04.06,Cancelled,Schleicher K 8B,"Schleicher Segelflugzeugbau, A.","Poppenhausen, W.Germany",OY-BXJ
10922,2007,2007.04.17,Cancelled,Cameron Concept 80,Cameron Balloons Ltd,"Bristol, UK",OY-FON
W-146,1961,1962.04.11,Cancelled,SZD-24C Foka Standard,Polskie Zaklady Lotnicze,"Wroclaw, Poland",OY-DCX
W-203,1963,1967.04.13,Cancelled 1977.11.29,SZD-24C Foka Standard,Polskie Zaklady Lotnicze,"Krosno, Poland",OY-BXM
513,1956,1956.06.07,Cancelled 1964.05.22,Scheibe L-Spatz 55,Scheibe Flugzeugbau GmbH,"Burglengenfeld, W.Germany",OY-DXU
LJ-418,1968,1987.04.07,N49CM (N49CN) N49CM N715K N725K,Beech B90 King Air,Beech Aircraft Corporation,"Wichita, KS, USA",OY-BVS
912532,1991,1996.06.26,OK-WDJ PT-WLS OK-WDJ,Let L 410 UVP-E20C,Let Narodny Podnik,"Kunovice, Czechoslovakia",OY-TCM
8260,2018,2018.05.25,(D-AVYL),Airbus A321-251N,Airbus Industrie,"Hamburg/Finkenwerder, Germany",OY-PAC(1)
34-7670105,1975,1978.08.10,D-ILBI N7843C,Piper PA-34-200T Seneca II,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-ASW
28-7415216,1974,1990.08.22,N41445,Piper PA-28-151 Cherokee Warrior,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-CYE
110.405,1983,1987.04.14,N810AC PT-SFV,Embraer EMB-110P1 Bandeirante,EMBRAER,"Sao José dos Campos, Brazil",OY-CPG
1942,2003,2004.11.16,G-DHRG F-WWIY,Airbus A320-214,Airbus Industrie,"Toulouse, France",OY-VKR
C1-0470,1951,1969.07.21,G-AMMA,DHC-1 Chipmunk Mk.21,de Havilland Aircraft of Canada Ltd,"Hatfield, UK",OY-DHJ
C1-0695,1952,2002.06.30,(SE-XFO) (SE-IKE(2)) P-131 12-131,DHC-1 Chipmunk Mk.21,de Havilland Aircraft of Canada Ltd,,OY-PCH
C1-0102,1950,1980.03.24,P-123 12-123,DHC-1 Chipmunk Mk.22,de Havilland Aircraft of Canada Ltd,"Hatfield, UK",OY-ATG
C1-0787,1953,1977.07.14,P-138 12-138,DHC-1 Chipmunk Mk.22,de Havilland Aircraft of Canada Ltd,"Hatfield, UK",OY-ATF
C1-0774,1952,1978.10.11,P-137 12-137,DHC-1 Chipmunk Mk.22,de Havilland Aircraft of Canada Ltd,"Hatfield, UK",OY-AVI
C1-0101,1950,1977.09.21,P-122 12-122,DHC-1 Chipmunk Mk.22,de Havilland Aircraft of Canada Ltd,"Hatfield, UK",OY-ATV
,,,,,,,OY-ALW (1)
C1-0881,1953,1976.12.16,P-142 12-142,DHC-1 Chipmunk Mk.22,de Havilland Aircraft of Canada Ltd,"Hatfield, UK",OY-ALL
28-20373,1964,1965.01.19,Cancelled,Piper PA-28-140 Cherokee,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DOJ
,,,,,,,OY-BLL (1)
4226,2007,2007.04.25,Cancelled,Eurocopter AS 350B3+ Ecureuil,Eurocopter S.A.,"Marignane, France",OY-HGS
31T-7820051,1978,1978.05.24,(N9739N),Piper PA-31T Cheyenne II,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-BRL
421B0273,1972,1996.06.20,N4032L,Cessna 421B Golden Eagle,Cessna Aircraft Company,"Wichita, KS, USA",OY-BNY
,1969,1984.04.18,D-KETI,Scheibe SF 25B Falke,Scheibe Flugzeugbau GmbH,"Dachau, W.Germany",OY-XNA
46235,1972,1972.05.05,(D-KAEO),Scheibe SF 25B Falke,Scheibe Flugzeugbau GmbH,"Dachau, W.Germany",OY-MVX
46238,1972,1972.05.05,(D-KAID),Scheibe SF 25B Falke,Scheibe Flugzeugbau GmbH,"Dachau, W.Germany",OY-XEY
774,1964,1971.05.27,D-5354,Scheibe L-Spatz 55,Scheibe Flugzeugbau GmbH,"Dachau, W.Germany",OY-MJX
135,1970,1977.01.26,SE-TKF,Glasflügel H.201B Standard Libelle,"Glasflügel, Ing. Eugen Hänle","Schlattstall, W.Germany",OY-XHL
,1943,1943.07.08,Cancelled 1957.07.18,Grunau Baby IIB,Schneider,"København, Denmark",OY-50
,1943,1957.07.18,OY-50,Grunau Baby IIB,Schneider,"København, Denmark",OY-ADX
18-1463,1952,1995.05.09,(LN-HHQ) D-ELTC 51-15463,Piper PA-18-95 Super Cub,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-CKB
